,created_at,id,text,truncated,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,is_quote_status,retweet_count,favorite_count,hashtags,user_mentions
288,Sun Jul 04 17:13:29 +0000 2021,1411734923161993223,I hope you’re all having a beautiful weekend.❤️,False,N/A,N/A,N/A,False,252,6908,N/A,N/A
289,Sun Jul 04 01:44:04 +0000 2021,1411501028726370305,I’m coming for you @CourteneyCox. https://t.co/igCIpnad3w,False,N/A,N/A,N/A,False,99,2135,N/A,['CourteneyCox']
290,Sat Jul 03 17:57:49 +0000 2021,1411383695328497664,Summertime at the farm.☀️ https://t.co/ynTILsuEWy,False,N/A,N/A,N/A,False,188,7285,N/A,N/A
291,Fri Jul 02 19:22:32 +0000 2021,1411042626405507073,"Happy birthday, Margot Robbie! You are stunning all the time. https://t.co/v0ntw4iXnJ",False,N/A,N/A,N/A,False,105,1657,N/A,N/A
292,Fri Jul 02 17:38:47 +0000 2021,1411016514250051590,I could watch @JayPharoah do impressions all day. https://t.co/kl3Lk9AMwk,False,N/A,N/A,N/A,False,122,1297,N/A,['JayPharoah']
293,Fri Jul 02 01:03:07 +0000 2021,1410765947179307008,A little Thursday night spread I whipped up. https://t.co/0LwHAdRuwA,False,N/A,N/A,N/A,False,134,2889,N/A,N/A
294,Fri Jul 02 00:20:04 +0000 2021,1410755115733053440,".@ChelseaHandler gave @FortuneFunny the job that changed her life, even though she thought she failed the job inter… https://t.co/nDT9jf6EKs",True,N/A,N/A,N/A,False,43,700,N/A,"['chelseahandler', 'fortunefunny']"
295,Thu Jul 01 22:16:01 +0000 2021,1410723898136547334,I love that you're #AllLove Tabitha Brown. @IAmTabithaBrown https://t.co/wfmjEGKbww https://t.co/6esRagTpSP,False,N/A,N/A,N/A,False,63,694,['AllLove'],['IamTabithaBrown']
296,Thu Jul 01 18:12:31 +0000 2021,1410662618025500673,Watching Andy try to do physical exercise is a personal passion of mine. https://t.co/p8b9bbQg24,False,N/A,N/A,N/A,False,75,1018,N/A,N/A
297,Wed Jun 30 20:10:28 +0000 2021,1410329911579987969,.@DonCheadle bombed as a stand-up comedian in front of his parents. https://t.co/WHWl9749Ob,False,N/A,N/A,N/A,False,73,967,N/A,['DonCheadle']
298,Wed Jun 30 17:16:38 +0000 2021,1410286165865897988,The way being pregnant makes @Ilazer feel is pretty surprising. https://t.co/0DHoLnNyc6,False,N/A,N/A,N/A,False,42,746,N/A,['ilazer']
299,Wed Jun 30 00:41:03 +0000 2021,1410035618831208449,".@ChelseaHandler + @WizKhalifa + weed put the ""party"" in ""dinner party."" https://t.co/b7v2Cyschx",False,N/A,N/A,N/A,False,54,789,N/A,"['chelseahandler', 'wizkhalifa']"
